"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2018-5-24","5,992.62","6,014.02","6,028.50","5,986.72","53.71K","-0.35%"
"2018-5-23","6,013.85","6,080.73","6,081.53","6,012.42","67.85K","-1.30%"
"2018-5-22","6,092.91","6,066.25","6,092.91","6,052.09","62.27K","0.34%"
"2018-5-21","6,072.20","6,034.43","6,080.82","6,034.06","70.72K","1.29%"
"2018-5-18","5,995.15","5,968.56","6,000.95","5,932.13","57.87K","0.36%"
"2018-5-17","5,973.78","6,000.74","6,010.30","5,959.73","53.00K","-0.50%"
"2018-5-16","6,004.07","6,002.75","6,045.03","5,991.38","58.34K","-0.27%"
"2018-5-15","6,020.57","5,972.16","6,021.02","5,947.46","54.72K","0.89%"
"2018-5-14","5,967.55","5,982.47","6,008.89","5,951.67","59.80K","-0.40%"
"2018-5-11","5,991.34","6,044.98","6,052.54","5,989.43","63.85K","-0.81%"
"2018-5-10","6,040.57","6,036.01","6,052.71","5,999.95","58.31K","0.19%"
"2018-5-9","6,029.23","6,034.46","6,042.91","6,002.39","54.12K","-0.21%"
"2018-5-8","6,041.81","6,023.58","6,042.07","6,012.13","62.20K","0.38%"
"2018-5-7","6,019.14","5,921.31","6,023.19","5,918.38","64.03K","1.86%"
"2018-5-4","5,909.29","5,891.12","5,939.95","5,883.70","55.46K","-0.02%"
"2018-5-3","5,910.61","5,843.09","5,911.09","5,779.73","67.60K","0.94%"
"2018-5-2","5,855.32","5,861.84","5,894.46","5,817.39","63.15K","-0.10%"
"2018-4-27","5,860.98","5,865.44","5,886.00","5,808.78","56.00K","0.22%"
"2018-4-26","5,847.98","5,951.19","5,955.26","5,846.08","62.64K","-1.87%"
"2018-4-25","5,959.42","5,929.40","5,968.88","5,919.52","60.38K","0.04%"
"2018-4-24","5,957.19","5,825.45","5,957.83","5,825.45","67.95K","2.29%"
"2018-4-23","5,823.92","5,885.61","5,913.57","5,761.97","63.95K","-0.97%"
"2018-4-20","5,880.84","5,984.06","5,999.01","5,872.50","72.39K","-2.06%"
"2018-4-19","6,004.73","5,965.24","6,041.99","5,962.71","76.00K","0.57%"
"2018-4-18","5,970.66","5,925.84","5,981.34","5,826.65","76.20K","1.35%"
"2018-4-17","5,890.86","6,024.55","6,038.25","5,886.02","71.92K","-2.02%"
"2018-4-16","6,012.41","6,018.17","6,053.99","5,966.20","70.99K","-0.25%"
"2018-4-13","6,027.19","6,073.84","6,093.35","6,018.01","54.16K","-0.40%"
"2018-4-12","6,051.33","6,073.77","6,091.98","6,039.56","60.52K","-0.58%"
"2018-4-11","6,086.61","6,082.03","6,110.18","6,073.22","66.25K","0.38%"
"2018-4-10","6,063.74","6,032.49","6,064.39","5,993.00","69.42K","0.63%"
"2018-4-9","6,025.65","5,994.35","6,053.97","5,954.54","64.85K","0.13%"
"2018-4-4","6,017.69","6,077.65","6,098.84","6,011.15","67.26K","-0.69%"
"2018-4-3","6,059.71","6,039.07","6,066.44","6,008.51","71.75K","-1.02%"
"2018-4-2","6,121.96","6,127.23","6,169.30","6,113.34","85.43K","0.12%"
"2018-3-30","6,114.74","6,052.18","6,115.27","6,051.02","73.05K","1.32%"
"2018-3-29","6,034.86","5,993.97","6,040.86","5,967.63","68.81K","1.03%"
"2018-3-28","5,973.34","5,962.56","6,036.16","5,949.10","75.30K","-1.02%"
"2018-3-27","6,034.77","5,956.24","6,043.05","5,956.24","89.20K","2.23%"
"2018-3-26","5,902.96","5,715.35","5,902.96","5,675.37","84.77K","2.00%"
"2018-3-23","5,787.15","5,913.37","5,978.42","5,722.77","121.37K","-5.15%"
"2018-3-22","6,101.23","6,130.05","6,161.37","6,074.66","67.41K","-0.46%"
"2018-3-21","6,129.20","6,182.11","6,224.56","6,125.14","79.49K","-0.72%"
"2018-3-20","6,173.70","6,109.60","6,176.50","6,091.50","67.48K","0.32%"
"2018-3-19","6,153.83","6,142.52","6,186.61","6,118.30","67.23K","0.12%"
"2018-3-16","6,146.31","6,181.38","6,205.87","6,146.31","65.07K","-0.55%"
"2018-3-15","6,180.11","6,172.85","6,203.24","6,117.60","72.17K","-0.15%"
"2018-3-14","6,189.32","6,234.24","6,253.17","6,185.18","75.47K","-1.04%"
"2018-3-13","6,254.15","6,285.80","6,297.43","6,251.40","84.81K","-0.66%"
"2018-3-12","6,295.78","6,230.81","6,295.78","6,230.39","97.66K","1.43%"
"2018-3-9","6,206.98","6,131.12","6,211.28","6,131.01","85.93K","1.23%"
"2018-3-8","6,131.51","6,073.67","6,131.70","6,073.67","67.89K","0.74%"
"2018-3-7","6,086.49","6,133.95","6,149.10","6,082.58","74.59K","-0.96%"
"2018-3-6","6,145.58","6,077.37","6,145.85","6,070.72","83.50K","1.34%"
"2018-3-5","6,064.10","6,066.68","6,080.97","6,031.98","67.33K","0.13%"
"2018-3-2","6,056.34","6,053.48","6,094.80","6,044.26","73.44K","-0.56%"
"2018-3-1","6,090.22","5,987.36","6,091.00","5,974.12","73.10K","1.10%"
"2018-2-28","6,023.68","5,967.90","6,044.07","5,939.64","70.99K","0.22%"
"2018-2-27","6,010.56","6,025.88","6,042.39","6,000.88","77.02K","-0.32%"
"2018-2-26","6,029.68","5,926.42","6,032.14","5,917.62","83.07K","2.24%"
"2018-2-23","5,897.68","5,877.72","5,902.94","5,848.52","62.15K","0.37%"
"2018-2-22","5,875.73","5,800.95","5,875.76","5,797.91","59.64K","2.10%"
"2018-2-14","5,754.83","5,741.88","5,761.77","5,712.88","41.40K","0.31%"
"2018-2-13","5,736.95","5,731.15","5,789.70","5,727.75","57.21K","0.66%"
"2018-2-12","5,699.10","5,581.71","5,714.82","5,581.71","57.25K","2.60%"
"2018-2-9","5,554.90","5,631.96","5,663.10","5,490.62","84.32K","-3.67%"
"2018-2-8","5,766.48","5,695.67","5,786.79","5,691.29","62.45K","0.97%"
"2018-2-7","5,711.33","5,805.97","5,831.81","5,630.09","85.24K","0.12%"
"2018-2-6","5,704.26","5,886.35","5,920.74","5,702.85","92.34K","-4.90%"
"2018-2-5","5,998.22","5,927.74","6,016.16","5,907.47","74.05K","-0.11%"
"2018-2-2","6,004.85","5,937.62","6,006.47","5,844.46","83.75K","0.34%"
"2018-2-1","5,984.74","6,181.00","6,196.71","5,984.28","94.97K","-3.31%"
"2018-1-31","6,189.34","6,277.74","6,277.74","6,170.16","80.73K","-1.97%"
"2018-1-30","6,313.44","6,301.35","6,330.54","6,300.46","70.70K","0.06%"
"2018-1-29","6,309.88","6,385.04","6,398.97","6,295.90","84.03K","-1.16%"
"2018-1-26","6,383.63","6,374.10","6,401.48","6,368.90","69.01K","0.01%"
"2018-1-25","6,382.72","6,386.80","6,424.35","6,380.84","81.08K","-0.18%"
"2018-1-24","6,394.30","6,353.30","6,395.57","6,322.92","77.35K","0.62%"
"2018-1-23","6,355.00","6,342.69","6,362.58","6,330.46","66.75K","0.12%"
"2018-1-22","6,347.64","6,264.76","6,347.81","6,248.31","72.76K","1.20%"
"2018-1-19","6,272.38","6,284.60","6,317.00","6,261.24","71.81K","-0.23%"
"2018-1-18","6,286.80","6,253.06","6,295.78","6,253.06","65.02K","0.31%"
"2018-1-17","6,267.46","6,288.02","6,288.14","6,202.32","84.20K","-0.53%"
"2018-1-16","6,301.13","6,245.15","6,301.40","6,245.11","79.17K","0.76%"
"2018-1-15","6,253.38","6,391.37","6,392.52","6,236.56","91.47K","-2.28%"
"2018-1-12","6,399.37","6,418.83","6,435.19","6,387.78","77.84K","-0.41%"
"2018-1-11","6,425.94","6,391.90","6,432.44","6,371.54","78.77K","0.31%"
"2018-1-10","6,405.94","6,443.46","6,444.31","6,361.09","80.97K","-0.62%"
"2018-1-9","6,445.75","6,441.68","6,449.03","6,425.03","75.57K","-0.01%"
"2018-1-8","6,446.18","6,413.87","6,446.79","6,393.88","89.48K","0.45%"
"2018-1-5","6,417.25","6,414.77","6,435.85","6,397.29","81.58K","0.00%"
"2018-1-4","6,417.53","6,380.27","6,418.26","6,375.51","80.54K","0.46%"
"2018-1-3","6,388.25","6,331.72","6,391.98","6,324.26","83.94K","0.88%"
"2018-1-2","6,332.23","6,263.15","6,332.61","6,258.16","73.03K","1.30%"
"2017-12-29","6,250.82","6,201.46","6,250.82","6,201.46","57.17K","0.75%"
"2017-12-28","6,204.27","6,163.96","6,219.54","6,157.11","65.88K","0.50%"
"2017-12-27","6,173.15","6,213.24","6,228.88","6,168.13","64.20K","-0.76%"
"2017-12-26","6,220.15","6,179.56","6,220.50","6,148.10","57.67K","0.56%"
"2017-12-25","6,185.59","6,244.86","6,257.02","6,170.68","61.27K","-0.92%"
"2017-12-22","6,242.88","6,236.23","6,269.31","6,235.23","55.01K","0.07%"
"2017-12-21","6,238.50","6,191.78","6,255.84","6,148.82","59.25K","0.63%"
"2017-12-20","6,199.36","6,244.06","6,246.91","6,188.32","57.82K","-0.83%"
"2017-12-19","6,251.24","6,200.93","6,251.49","6,200.71","52.64K","0.83%"
"2017-12-18","6,199.99","6,229.74","6,247.59","6,179.03","53.77K","-0.57%"
"2017-12-15","6,235.76","6,274.10","6,278.93","6,214.65","61.94K","-0.77%"
"2017-12-14","6,284.08","6,273.61","6,288.50","6,247.68","55.76K","0.11%"
"2017-12-13","6,277.44","6,224.78","6,277.73","6,217.79","50.35K","0.71%"
"2017-12-12","6,233.21","6,281.14","6,290.85","6,233.21","56.61K","-0.84%"
"2017-12-11","6,286.17","6,214.64","6,286.50","6,214.64","61.11K","1.34%"
"2017-12-8","6,203.14","6,128.12","6,217.57","6,126.38","55.58K","1.10%"
"2017-12-7","6,135.47","6,156.35","6,182.75","6,130.83","53.10K","-0.60%"
"2017-12-6","6,172.80","6,116.16","6,173.35","6,053.24","60.27K","0.65%"
"2017-12-5","6,132.91","6,265.79","6,279.39","6,099.41","69.69K","-2.34%"
"2017-12-4","6,279.62","6,311.22","6,334.87","6,272.67","60.19K","-0.58%"
"2017-12-1","6,316.41","6,259.96","6,323.84","6,256.23","54.75K","0.85%"
"2017-11-30","6,263.42","6,303.92","6,322.04","6,248.18","60.88K","-0.87%"
"2017-11-29","6,318.37","6,293.25","6,329.18","6,245.06","76.56K","0.30%"
"2017-11-28","6,299.31","6,188.09","6,299.31","6,188.09","56.48K","1.69%"
"2017-11-27","6,194.55","6,269.23","6,279.59","6,186.03","59.41K","-1.33%"
"2017-11-24","6,278.03","6,250.06","6,307.89","6,243.96","59.05K","0.06%"
"2017-11-23","6,274.51","6,427.58","6,427.58","6,274.51","75.01K","-2.56%"
"2017-11-22","6,439.44","6,456.32","6,483.63","6,391.46","70.90K","-0.26%"
"2017-11-21","6,456.35","6,420.39","6,473.70","6,397.36","67.76K","0.36%"
"2017-11-20","6,433.17","6,330.90","6,433.78","6,239.32","70.07K","1.12%"
"2017-11-17","6,361.94","6,549.22","6,555.75","6,359.52","89.02K","-2.99%"
"2017-11-16","6,558.31","6,529.31","6,570.28","6,511.90","67.94K","0.32%"
"2017-11-15","6,537.66","6,592.76","6,603.51","6,505.99","73.95K","-1.16%"
"2017-11-14","6,614.51","6,664.61","6,673.75","6,588.25","84.75K","-0.85%"
"2017-11-13","6,671.21","6,644.69","6,671.26","6,624.67","84.60K","0.45%"
"2017-11-10","6,641.22","6,599.65","6,647.23","6,593.03","80.01K","0.45%"
"2017-11-9","6,611.35","6,562.36","6,611.39","6,558.49","68.82K","0.76%"
"2017-11-8","6,561.69","6,544.59","6,601.47","6,534.16","73.81K","0.15%"
"2017-11-7","6,551.94","6,508.21","6,552.26","6,498.39","72.38K","0.63%"
"2017-11-6","6,511.10","6,432.07","6,512.13","6,408.36","66.72K","1.31%"
"2017-11-3","6,426.98","6,477.82","6,491.05","6,395.46","68.26K","-0.89%"
"2017-11-2","6,484.93","6,541.61","6,541.61","6,476.37","67.55K","-1.04%"
"2017-11-1","6,552.95","6,559.52","6,586.13","6,547.85","64.63K","-0.11%"
"2017-10-31","6,560.21","6,496.69","6,560.25","6,496.69","62.26K","0.74%"
"2017-10-30","6,511.76","6,621.78","6,629.30","6,460.05","83.76K","-1.80%"
"2017-10-27","6,630.81","6,664.43","6,673.47","6,622.12","67.92K","-0.62%"
"2017-10-26","6,671.93","6,639.89","6,686.12","6,630.97","74.91K","0.36%"
"2017-10-25","6,647.89","6,596.79","6,648.39","6,593.07","58.65K","0.68%"
"2017-10-24","6,603.00","6,605.52","6,605.90","6,556.34","59.17K","-0.15%"
"2017-10-23","6,612.76","6,569.79","6,613.03","6,562.91","60.48K","0.63%"
"2017-10-20","6,571.42","6,489.79","6,571.44","6,485.81","60.48K","1.08%"
"2017-10-19","6,501.40","6,553.87","6,562.35","6,494.73","72.62K","-0.95%"
"2017-10-18","6,563.44","6,612.49","6,630.67","6,557.66","73.37K","-0.75%"
"2017-10-17","6,612.94","6,604.33","6,644.75","6,589.54","59.42K","-0.09%"
"2017-10-16","6,619.21","6,709.87","6,709.87","6,609.62","85.87K","-1.35%"
"2017-10-13","6,709.82","6,660.03","6,711.93","6,659.88","72.93K","0.76%"
"2017-10-12","6,659.10","6,658.13","6,674.38","6,611.97","77.96K","-0.11%"
"2017-10-11","6,666.47","6,702.69","6,703.58","6,661.09","90.75K","-0.58%"
"2017-10-10","6,705.48","6,677.37","6,705.72","6,658.86","87.01K","0.41%"
"2017-10-9","6,678.37","6,682.58","6,696.67","6,657.53","86.42K","1.14%"
"2017-9-29","6,603.26","6,572.45","6,611.65","6,572.45","70.94K","0.54%"
"2017-9-28","6,567.79","6,577.43","6,599.13","6,565.88","74.63K","-0.23%"
"2017-9-27","6,583.14","6,523.50","6,589.74","6,522.20","75.17K","0.96%"
"2017-9-26","6,520.72","6,484.34","6,520.72","6,482.29","67.77K","0.48%"
"2017-9-25","6,489.84","6,560.14","6,568.00","6,484.21","77.83K","-1.25%"
"2017-9-22","6,572.01","6,591.15","6,592.88","6,547.28","85.24K","-0.61%"
"2017-9-21","6,612.05","6,684.65","6,687.12","6,612.05","98.94K","-1.20%"
"2017-9-20","6,692.47","6,627.69","6,692.71","6,613.66","101.97K","0.85%"
"2017-9-19","6,636.02","6,670.97","6,681.25","6,611.75","93.52K","-0.50%"
"2017-9-18","6,669.45","6,616.13","6,669.45","6,616.13","88.85K","0.72%"
"2017-9-15","6,622.04","6,661.52","6,663.51","6,603.73","109.38K","-0.75%"
"2017-9-14","6,672.18","6,683.47","6,701.69","6,643.59","113.97K","-0.18%"
"2017-9-13","6,684.38","6,635.17","6,684.86","6,630.50","104.72K","0.61%"
"2017-9-12","6,644.01","6,659.80","6,715.39","6,628.88","141.88K","-0.08%"
"2017-9-11","6,649.63","6,579.89","6,650.12","6,566.28","102.55K","1.15%"
"2017-9-8","6,574.18","6,554.60","6,599.13","6,537.04","93.85K","0.24%"
"2017-9-7","6,558.60","6,601.34","6,614.10","6,553.70","107.06K","-0.73%"
"2017-9-6","6,607.12","6,550.06","6,610.75","6,540.83","105.48K","0.54%"
"2017-9-5","6,571.86","6,561.67","6,576.56","6,528.11","95.23K","0.11%"
"2017-9-4","6,564.68","6,530.51","6,566.10","6,519.79","119.98K","0.59%"
"2017-9-1","6,526.50","6,472.95","6,530.90","6,466.13","121.12K","0.87%"
"2017-8-31","6,470.43","6,451.52","6,470.94","6,429.74","91.03K","0.26%"
"2017-8-30","6,453.46","6,405.90","6,462.76","6,405.90","95.56K","0.71%"
"2017-8-29","6,408.16","6,420.57","6,439.08","6,393.48","87.70K","-0.26%"
"2017-8-28","6,424.58","6,348.87","6,442.40","6,348.87","94.89K","1.23%"
"2017-8-25","6,346.53","6,274.35","6,358.89","6,274.35","75.55K","1.08%"
"2017-8-24","6,278.59","6,322.63","6,329.03","6,267.23","67.57K","-0.70%"
"2017-8-23","6,322.78","6,359.78","6,371.30","6,310.01","75.61K","-0.83%"
"2017-8-22","6,375.98","6,396.93","6,398.56","6,362.41","89.10K","-0.43%"
"2017-8-21","6,403.78","6,354.10","6,404.05","6,354.01","86.52K","0.88%"
"2017-8-18","6,347.76","6,324.90","6,361.97","6,313.15","91.18K","-0.29%"
"2017-8-17","6,366.03","6,327.03","6,366.25","6,312.89","98.73K","0.75%"
"2017-8-16","6,318.80","6,307.17","6,323.56","6,268.19","89.62K","0.06%"
"2017-8-15","6,314.76","6,291.18","6,316.20","6,283.54","82.60K","0.35%"
"2017-8-14","6,292.64","6,165.13","6,293.35","6,165.13","89.85K","2.13%"
"2017-8-11","6,161.19","6,242.49","6,275.89","6,153.60","117.86K","-2.04%"
"2017-8-10","6,289.22","6,322.83","6,341.48","6,246.66","112.70K","-0.80%"
"2017-8-9","6,340.02","6,296.11","6,340.38","6,285.02","115.35K","0.58%"
"2017-8-8","6,303.72","6,302.03","6,322.47","6,281.62","120.38K","0.00%"
"2017-8-7","6,303.42","6,227.52","6,304.27","6,217.29","108.57K","1.26%"
"2017-8-4","6,225.12","6,258.85","6,297.12","6,224.20","125.89K","-0.59%"
"2017-8-3","6,261.97","6,240.15","6,288.44","6,236.66","100.16K","0.16%"
"2017-8-2","6,251.86","6,289.25","6,313.51","6,248.36","114.01K","-0.55%"
"2017-8-1","6,286.54","6,293.06","6,299.16","6,261.28","101.08K","-0.18%"
"2017-7-31","6,298.00","6,214.66","6,299.80","6,208.46","113.33K","1.33%"
"2017-7-28","6,215.46","6,170.66","6,229.06","6,165.99","86.47K","0.51%"
"2017-7-27","6,184.02","6,136.96","6,192.94","6,105.96","104.01K","0.61%"
"2017-7-26","6,146.70","6,151.85","6,162.88","6,111.04","88.75K","-0.11%"
"2017-7-25","6,153.60","6,159.41","6,170.65","6,113.56","89.22K","-0.22%"
"2017-7-24","6,167.13","6,121.33","6,171.82","6,117.30","97.30K","0.67%"
"2017-7-21","6,126.11","6,089.66","6,136.97","6,080.56","83.13K","0.44%"
"2017-7-20","6,099.28","6,052.51","6,120.19","6,046.41","93.83K","0.66%"
"2017-7-19","6,059.36","5,928.01","6,059.53","5,917.67","102.90K","2.04%"
"2017-7-18","5,938.43","5,854.07","5,938.43","5,842.96","76.56K","1.05%"
"2017-7-17","5,876.46","6,108.45","6,108.45","5,860.78","101.54K","-4.12%"
"2017-7-14","6,128.74","6,143.33","6,143.46","6,107.91","66.39K","-0.34%"
"2017-7-13","6,149.93","6,134.75","6,172.68","6,124.36","79.14K","0.28%"
"2017-7-12","6,132.99","6,124.96","6,143.80","6,050.65","75.58K","0.07%"
"2017-7-11","6,128.99","6,194.62","6,202.20","6,128.99","76.98K","-1.25%"
"2017-7-10","6,206.56","6,221.53","6,236.29","6,189.00","90.37K","-0.31%"
"2017-7-7","6,226.01","6,182.45","6,229.83","6,176.74","79.33K","0.39%"
"2017-7-6","6,201.65","6,187.43","6,211.97","6,149.93","82.87K","0.12%"
"2017-7-5","6,193.96","6,135.71","6,193.96","6,127.51","68.62K","0.77%"
"2017-7-4","6,146.85","6,169.03","6,170.85","6,134.88","63.11K","-0.49%"
"2017-7-3","6,177.40","6,142.17","6,177.40","6,129.84","63.83K","0.64%"
"2017-6-30","6,138.16","6,101.36","6,139.07","6,090.25","53.52K","0.35%"
"2017-6-29","6,116.99","6,089.92","6,132.25","6,089.92","58.04K","0.51%"
"2017-6-28","6,086.21","6,102.23","6,110.35","6,075.14","60.48K","-0.44%"
"2017-6-27","6,113.17","6,109.37","6,128.38","6,089.68","62.32K","0.03%"
"2017-6-26","6,111.64","6,013.48","6,111.71","6,011.86","69.85K","1.69%"
"2017-6-23","6,010.31","5,978.24","6,010.31","5,923.55","63.51K","0.30%"
"2017-6-22","5,992.34","6,074.37","6,094.55","5,992.34","69.23K","-1.41%"
"2017-6-21","6,078.19","6,074.61","6,080.53","6,035.27","56.73K","0.19%"
"2017-6-20","6,066.90","6,061.11","6,089.81","6,058.69","66.12K","0.16%"
"2017-6-19","6,057.41","6,010.94","6,057.41","6,009.22","59.23K","0.74%"
"2017-6-16","6,013.00","6,016.97","6,027.40","6,003.26","56.91K","-0.14%"
"2017-6-15","6,021.17","5,959.47","6,024.38","5,959.19","64.99K","0.92%"
"2017-6-14","5,966.43","5,976.01","5,992.78","5,958.20","60.93K","-0.23%"
"2017-6-13","5,980.06","5,895.47","5,986.87","5,894.23","60.42K","1.31%"
"2017-6-12","5,902.86","5,943.64","5,950.04","5,896.40","60.36K","-1.11%"
"2017-6-9","5,969.27","5,952.41","5,971.53","5,922.73","62.11K","0.17%"
"2017-6-8","5,958.98","5,947.98","5,972.73","5,940.72","66.51K","0.07%"
"2017-6-7","5,955.02","5,838.88","5,955.02","5,836.44","74.67K","1.94%"
"2017-6-6","5,841.52","5,808.97","5,841.88","5,793.44","48.78K","0.44%"
"2017-6-5","5,815.80","5,778.19","5,830.05","5,777.95","54.33K","0.75%"
"2017-6-2","5,772.52","5,696.83","5,780.50","5,655.76","58.87K","1.09%"
"2017-6-1","5,710.00","5,810.42","5,810.60","5,709.69","60.28K","-1.96%"
"2017-5-31","5,824.10","5,887.94","5,913.18","5,820.21","58.48K","-0.22%"
"2017-5-26","5,836.93","5,843.52","5,871.21","5,833.09","59.26K","-0.24%"
"2017-5-25","5,850.80","5,788.56","5,859.50","5,740.80","70.68K","0.89%"
"2017-5-24","5,799.25","5,740.44","5,799.68","5,668.72","58.13K","0.60%"
"2017-5-23","5,764.88","5,879.56","5,893.82","5,760.32","64.92K","-2.10%"
"2017-5-22","5,888.81","5,962.29","5,987.31","5,873.04","60.89K","-1.44%"
"2017-5-19","5,974.98","5,973.77","5,990.44","5,942.61","55.07K","-0.02%"
"2017-5-18","5,976.30","5,983.35","6,030.11","5,965.35","60.06K","-0.85%"
"2017-5-17","6,027.65","6,006.47","6,055.92","6,001.04","73.15K","0.21%"
"2017-5-16","6,014.73","5,882.33","6,014.88","5,839.22","73.43K","2.06%"
"2017-5-15","5,893.51","5,880.70","5,912.27","5,880.70","49.73K","0.51%"
"2017-5-12","5,863.78","5,859.34","5,889.93","5,820.29","56.69K","-0.15%"
"2017-5-11","5,872.64","5,856.41","5,873.91","5,731.48","73.05K","-0.22%"
"2017-5-10","5,885.84","6,010.73","6,038.97","5,885.52","62.65K","-2.10%"
"2017-5-9","6,012.00","5,953.84","6,012.44","5,919.60","54.73K","0.61%"
"2017-5-8","5,975.54","6,076.46","6,083.36","5,975.22","67.18K","-1.87%"
"2017-5-5","6,089.68","6,155.20","6,164.25","6,089.09","71.55K","-1.40%"
"2017-5-4","6,176.31","6,180.03","6,236.89","6,151.81","77.41K","-0.34%"
"2017-5-3","6,197.48","6,205.68","6,225.63","6,174.69","72.48K","-0.30%"
"2017-5-2","6,216.11","6,205.10","6,216.49","6,186.17","70.29K","0.07%"
"2017-4-28","6,211.86","6,174.14","6,214.16","6,166.80","66.77K","0.32%"
"2017-4-27","6,192.30","6,157.52","6,205.23","6,052.88","89.36K","0.26%"
"2017-4-26","6,176.40","6,159.89","6,195.32","6,157.40","69.75K","0.26%"
"2017-4-25","6,160.46","6,139.48","6,203.68","6,131.95","64.66K","0.36%"
"2017-4-24","6,138.50","6,282.33","6,282.74","6,137.92","70.77K","-2.57%"
"2017-4-21","6,300.71","6,345.77","6,364.67","6,296.81","60.87K","-0.74%"
"2017-4-20","6,347.77","6,349.41","6,377.80","6,299.89","79.17K","-0.05%"
"2017-4-19","6,350.65","6,390.33","6,401.41","6,285.99","87.00K","-1.05%"
"2017-4-18","6,418.21","6,452.92","6,491.81","6,416.17","80.19K","-0.59%"
"2017-4-17","6,456.60","6,500.95","6,502.04","6,426.28","87.53K","-1.10%"
"2017-4-14","6,528.16","6,623.45","6,623.80","6,522.79","97.51K","-1.32%"
"2017-4-13","6,615.70","6,569.24","6,627.70","6,562.76","87.71K","0.60%"
"2017-4-12","6,576.48","6,625.88","6,626.76","6,571.48","114.17K","-0.79%"
"2017-4-11","6,629.17","6,566.84","6,632.00","6,531.53","127.74K","0.95%"
"2017-4-10","6,566.54","6,575.46","6,595.20","6,556.08","102.53K","-0.19%"
"2017-4-7","6,578.73","6,554.26","6,593.95","6,544.24","100.60K","0.29%"
"2017-4-6","6,559.65","6,554.75","6,569.70","6,535.04","97.47K","0.30%"
"2017-4-5","6,539.97","6,450.90","6,539.97","6,450.90","97.02K","2.16%"
"2017-3-31","6,401.65","6,374.56","6,402.22","6,365.45","72.08K","0.41%"
"2017-3-30","6,375.74","6,467.06","6,471.94","6,369.12","96.51K","-1.62%"
"2017-3-29","6,480.54","6,504.25","6,522.51","6,461.54","85.61K","-0.28%"
"2017-3-28","6,498.69","6,509.04","6,519.09","6,483.64","61.26K","-0.27%"
"2017-3-27","6,516.03","6,545.45","6,555.79","6,510.44","77.48K","-0.47%"
"2017-3-24","6,546.61","6,509.23","6,552.75","6,500.07","83.55K","0.53%"
"2017-3-23","6,512.19","6,502.13","6,533.65","6,445.81","76.91K","0.19%"
"2017-3-22","6,499.79","6,486.30","6,514.63","6,459.98","72.27K","-0.25%"
"2017-3-21","6,515.95","6,494.77","6,516.01","6,484.69","59.00K","0.27%"
"2017-3-20","6,498.34","6,484.54","6,498.57","6,451.35","61.65K","0.23%"
"2017-3-17","6,483.25","6,543.56","6,555.58","6,480.29","73.06K","-0.92%"
"2017-3-16","6,543.34","6,499.83","6,543.34","6,499.83","68.66K","0.88%"
"2017-3-15","6,486.06","6,486.30","6,499.54","6,471.72","55.75K","-0.11%"
"2017-3-14","6,493.48","6,508.37","6,518.78","6,480.08","60.27K","-0.22%"
"2017-3-13","6,507.90","6,444.56","6,508.07","6,412.71","64.91K","0.93%"
"2017-3-10","6,447.92","6,436.76","6,464.60","6,436.64","56.36K","0.13%"
"2017-3-9","6,439.38","6,484.58","6,484.83","6,425.00","64.24K","-0.89%"
"2017-3-8","6,497.09","6,519.97","6,525.19","6,478.55","63.07K","-0.40%"
"2017-3-7","6,523.19","6,517.85","6,523.36","6,491.26","68.54K","0.09%"
"2017-3-6","6,517.32","6,457.59","6,518.04","6,457.59","67.28K","1.00%"
"2017-3-3","6,452.84","6,417.39","6,457.23","6,398.88","65.25K","0.28%"
"2017-3-2","6,434.63","6,476.11","6,484.12","6,431.44","72.06K","-0.51%"
"2017-3-1","6,467.64","6,446.44","6,488.82","6,440.81","72.48K","0.26%"
"2017-2-28","6,450.97","6,425.00","6,451.29","6,414.78","63.03K","0.42%"
"2017-2-27","6,424.25","6,476.38","6,480.19","6,417.78","72.25K","-0.80%"
"2017-2-24","6,476.17","6,466.18","6,477.42","6,445.07","76.26K","0.03%"
"2017-2-23","6,473.99","6,470.62","6,482.25","6,435.75","89.37K","0.00%"
"2017-2-22","6,474.23","6,432.75","6,474.49","6,431.41","87.53K","0.62%"
"2017-2-21","6,434.44","6,390.51","6,434.53","6,386.90","78.90K","0.77%"
"2017-2-20","6,385.06","6,307.23","6,385.06","6,307.23","74.13K","1.24%"
"2017-2-17","6,307.16","6,356.09","6,365.70","6,300.51","79.08K","-0.82%"
"2017-2-16","6,359.34","6,308.32","6,363.87","6,306.51","75.08K","0.75%"
"2017-2-15","6,311.70","6,367.64","6,379.79","6,301.01","84.08K","-0.99%"
"2017-2-14","6,374.89","6,366.94","6,378.06","6,346.59","76.07K","0.08%"
"2017-2-13","6,369.65","6,341.73","6,370.21","6,331.96","83.77K","0.51%"
"2017-2-10","6,337.11","6,329.68","6,350.34","6,320.25","89.38K","0.09%"
"2017-2-9","6,331.18","6,288.88","6,331.33","6,285.73","72.72K","0.63%"
"2017-2-8","6,291.60","6,248.47","6,291.77","6,219.02","53.89K","0.57%"
"2017-2-7","6,255.93","6,254.20","6,269.46","6,223.54","50.93K","-0.05%"
"2017-2-6","6,259.25","6,206.54","6,259.41","6,195.50","45.76K","0.84%"
"2017-2-3","6,207.09","6,227.46","6,231.60","6,190.83","35.54K","-0.27%"
"2017-1-26","6,223.71","6,183.16","6,224.19","6,183.16","40.54K","0.71%"
