"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2023-6-9","6,009.58","5,968.70","6,017.28","5,960.11","127.55K","0.73%"
"2023-6-8","5,966.15","5,971.72","5,992.97","5,922.39","108.98K","-0.35%"
"2023-6-7","5,987.01","5,982.31","6,010.03","5,969.16","93.60K","0.06%"
"2023-6-6","5,983.42","6,088.66","6,089.07","5,969.29","123.05K","-1.86%"
"2023-6-5","6,097.11","6,102.13","6,107.12","6,075.59","115.75K","-0.13%"
"2023-6-2","6,105.22","6,061.91","6,115.07","6,061.91","122.31K","0.89%"
"2023-6-1","6,051.46","6,028.80","6,094.24","6,008.27","126.25K","0.06%"
"2023-5-31","6,047.80","6,044.02","6,063.19","6,009.25","117.48K","-0.22%"
"2023-5-30","6,061.31","6,008.46","6,061.31","5,960.34","127.31K","0.60%"
"2023-5-29","6,025.16","6,046.54","6,058.92","6,012.40","125.14K","-0.16%"
"2023-5-26","6,034.98","5,983.14","6,045.13","5,953.88","106.38K","0.78%"
"2023-5-25","5,988.19","6,000.22","6,028.64","5,926.20","109.92K","-0.29%"
"2023-5-24","6,005.79","6,032.69","6,058.39","5,988.03","107.22K","-0.77%"
"2023-5-23","6,052.43","6,114.21","6,117.36","6,052.43","111.10K","-1.03%"
"2023-5-22","6,115.31","6,111.84","6,136.86","6,086.23","112.72K","-0.03%"
"2023-5-19","6,117.08","6,116.84","6,149.14","6,085.04","119.31K","-0.18%"
"2023-5-18","6,128.18","6,132.52","6,153.99","6,101.24","122.94K","0.10%"
"2023-5-17","6,122.05","6,097.98","6,137.02","6,090.88","107.27K","0.18%"
"2023-5-16","6,110.83","6,159.17","6,159.17","6,095.69","121.84K","-0.79%"
"2023-5-15","6,159.39","6,094.68","6,159.39","6,036.81","149.84K","1.11%"
"2023-5-12","6,091.65","6,138.94","6,173.91","6,088.22","140.41K","-1.02%"
"2023-5-11","6,154.47","6,185.67","6,190.39","6,151.07","146.07K","-0.31%"
"2023-5-10","6,173.81","6,167.13","6,199.16","6,137.15","175.45K","-0.13%"
"2023-5-9","6,181.98","6,242.66","6,274.90","6,177.65","224.39K","-1.07%"
"2023-5-8","6,248.58","6,202.68","6,259.69","6,200.15","202.72K","0.77%"
"2023-5-5","6,200.58","6,255.70","6,256.23","6,172.69","178.26K","-0.99%"
"2023-5-4","6,262.39","6,223.23","6,264.52","6,218.78","202.49K","0.34%"
"2023-4-28","6,241.24","6,151.64","6,245.55","6,151.64","167.88K","1.35%"
"2023-4-27","6,157.94","6,127.64","6,190.25","6,121.61","143.14K","0.26%"
"2023-4-26","6,142.15","6,095.13","6,178.17","6,093.20","152.17K","0.39%"
"2023-4-25","6,118.15","6,205.62","6,208.40","6,042.64","162.46K","-1.46%"
"2023-4-24","6,208.78","6,250.96","6,260.54","6,184.71","147.70K","-0.67%"
"2023-4-21","6,250.54","6,411.51","6,411.51","6,250.54","162.31K","-2.51%"
"2023-4-20","6,411.76","6,408.81","6,413.08","6,376.35","150.50K","-0.08%"
"2023-4-19","6,416.97","6,444.87","6,456.15","6,404.99","148.70K","-0.51%"
"2023-4-18","6,449.85","6,448.76","6,462.25","6,422.05","143.47K","-0.15%"
"2023-4-17","6,459.24","6,422.87","6,459.24","6,421.39","168.82K","0.44%"
"2023-4-14","6,431.07","6,420.31","6,444.89","6,390.92","145.30K","0.41%"
"2023-4-13","6,404.65","6,438.16","6,451.79","6,396.02","156.20K","-0.60%"
"2023-4-12","6,443.44","6,415.70","6,450.35","6,407.20","149.45K","0.35%"
"2023-4-11","6,420.88","6,405.63","6,421.49","6,381.06","142.40K","0.16%"
"2023-4-10","6,410.52","6,474.94","6,476.22","6,395.37","145.13K","-0.83%"
"2023-4-7","6,464.47","6,418.26","6,470.09","6,416.68","127.97K","0.74%"
"2023-4-6","6,416.85","6,387.23","6,428.72","6,382.03","144.06K","0.12%"
"2023-4-4","6,408.90","6,414.82","6,423.31","6,377.53","157.49K","-0.08%"
"2023-4-3","6,413.81","6,346.69","6,419.87","6,346.69","163.92K","1.17%"
"2023-3-31","6,339.82","6,284.85","6,343.23","6,282.14","129.49K","0.85%"
"2023-3-30","6,286.18","6,257.64","6,287.44","6,213.97","123.22K","0.41%"
"2023-3-29","6,260.55","6,285.95","6,294.29","6,239.94","131.55K","-0.31%"
"2023-3-28","6,279.92","6,314.58","6,331.56","6,272.72","139.16K","-0.50%"
"2023-3-27","6,311.60","6,304.48","6,320.66","6,265.01","144.67K","0.02%"
"2023-3-24","6,310.10","6,312.43","6,315.68","6,279.54","141.02K","0.07%"
"2023-3-23","6,305.76","6,253.58","6,305.76","6,245.98","129.18K","0.57%"
"2023-3-22","6,269.74","6,244.36","6,271.52","6,242.16","128.27K","0.56%"
"2023-3-21","6,234.68","6,171.89","6,235.01","6,171.28","123.03K","1.21%"
"2023-3-20","6,160.35","6,195.35","6,201.97","6,152.81","145.58K","-0.37%"
"2023-3-17","6,183.18","6,174.19","6,233.75","6,169.84","137.11K","0.69%"
"2023-3-16","6,140.83","6,191.30","6,209.97","6,133.83","127.63K","-1.35%"
"2023-3-15","6,224.64","6,210.93","6,254.49","6,210.93","112.95K","0.57%"
"2023-3-14","6,189.40","6,237.73","6,243.42","6,127.69","121.20K","-0.89%"
"2023-3-13","6,245.00","6,189.98","6,245.00","6,178.67","108.01K","0.65%"
"2023-3-10","6,204.90","6,251.56","6,261.33","6,202.61","108.05K","-1.29%"
"2023-3-9","6,285.95","6,311.04","6,311.34","6,258.45","92.69K","-0.25%"
"2023-3-8","6,301.52","6,264.43","6,303.71","6,258.32","98.70K","0.27%"
"2023-3-7","6,284.30","6,389.81","6,396.54","6,284.22","137.93K","-1.73%"
"2023-3-6","6,395.22","6,398.10","6,405.82","6,362.47","126.85K","0.08%"
"2023-3-3","6,390.32","6,384.06","6,398.47","6,346.96","123.24K","0.13%"
"2023-3-2","6,382.23","6,398.26","6,410.23","6,375.01","125.35K","-0.31%"
"2023-3-1","6,402.14","6,356.50","6,410.52","6,340.00","123.91K","0.70%"
"2023-2-28","6,357.54","6,323.84","6,357.54","6,293.18","96.60K","0.80%"
"2023-2-27","6,307.21","6,318.64","6,349.09","6,288.30","101.08K","-0.53%"
"2023-2-24","6,340.84","6,367.63","6,372.49","6,308.22","96.96K","-0.31%"
"2023-2-23","6,360.32","6,377.29","6,396.66","6,328.64","116.07K","-0.23%"
"2023-2-22","6,375.07","6,352.03","6,397.15","6,344.99","109.08K","-0.13%"
"2023-2-21","6,383.42","6,349.91","6,396.74","6,337.60","141.83K","0.59%"
"2023-2-20","6,346.07","6,248.26","6,349.41","6,227.35","140.33K","1.74%"
"2023-2-17","6,237.41","6,284.92","6,308.57","6,237.41","117.21K","-0.83%"
"2023-2-16","6,289.48","6,384.21","6,429.05","6,244.48","168.39K","-1.49%"
"2023-2-15","6,384.35","6,398.87","6,407.75","6,365.31","115.91K","-0.20%"
"2023-2-14","6,397.21","6,394.62","6,408.55","6,369.57","124.67K","0.21%"
"2023-2-13","6,383.83","6,333.22","6,386.72","6,331.37","131.57K","0.78%"
"2023-2-10","6,334.25","6,349.00","6,368.49","6,296.55","120.10K","-0.32%"
"2023-2-9","6,354.56","6,256.31","6,354.80","6,250.45","109.03K","1.38%"
"2023-2-8","6,268.28","6,319.52","6,323.85","6,263.76","106.00K","-0.78%"
"2023-2-7","6,317.24","6,309.22","6,318.84","6,273.60","109.66K","0.24%"
"2023-2-6","6,302.33","6,314.60","6,330.79","6,274.54","108.49K","-0.65%"
"2023-2-3","6,343.69","6,354.71","6,354.71","6,267.44","121.51K","-0.42%"
"2023-2-2","6,370.14","6,383.30","6,402.26","6,347.73","149.29K","0.07%"
"2023-2-1","6,365.91","6,300.50","6,368.79","6,293.49","152.44K","1.22%"
"2023-1-31","6,289.15","6,266.30","6,303.91","6,259.53","135.30K","0.09%"
"2023-1-30","6,283.33","6,331.88","6,342.45","6,279.45","146.52K","0.51%"
"2023-1-20","6,251.43","6,214.02","6,253.27","6,214.02","113.91K","0.76%"
"2023-1-19","6,204.33","6,145.62","6,204.33","6,130.42","99.78K","0.86%"
"2023-1-18","6,151.46","6,139.69","6,168.37","6,136.97","94.56K","0.31%"
"2023-1-17","6,132.64","6,129.73","6,138.17","6,107.76","95.92K","0.11%"
"2023-1-16","6,126.18","6,068.91","6,168.74","6,068.14","129.62K","1.13%"
"2023-1-13","6,057.69","6,030.93","6,058.23","6,015.22","90.03K","0.70%"
"2023-1-12","6,015.29","6,022.56","6,048.19","5,995.91","92.90K","0.02%"
"2023-1-11","6,014.16","6,049.04","6,070.45","6,004.22","94.41K","-0.56%"
"2023-1-10","6,048.30","6,044.64","6,053.58","6,017.15","96.39K","0.14%"
"2023-1-9","6,040.02","6,028.40","6,070.16","6,023.64","100.70K","0.45%"
"2023-1-6","6,012.82","6,004.17","6,050.89","5,998.83","99.25K","0.04%"
"2023-1-5","6,010.46","5,959.44","6,017.34","5,950.09","96.63K","0.97%"
"2023-1-4","5,952.45","5,952.51","5,970.58","5,922.86","97.16K","-0.06%"
"2023-1-3","5,955.90","5,861.55","5,964.82","5,848.15","99.56K","1.56%"
"2022-12-30","5,864.47","5,875.28","5,885.89","5,848.95","75.35K","0.12%"
"2022-12-29","5,857.40","5,843.94","5,895.98","5,835.33","79.51K","-0.08%"
"2022-12-28","5,862.10","5,869.46","5,889.32","5,848.24","90.10K","-0.40%"
"2022-12-27","5,885.66","5,857.75","5,891.35","5,832.27","81.78K","0.73%"
"2022-12-26","5,843.26","5,769.07","5,850.91","5,769.07","75.42K","1.39%"
"2022-12-23","5,763.35","5,751.95","5,805.51","5,732.47","66.56K","-0.27%"
"2022-12-22","5,779.06","5,867.72","5,875.47","5,761.98","82.23K","-1.14%"
"2022-12-21","5,845.83","5,879.27","5,892.91","5,819.67","69.78K","-0.55%"
"2022-12-20","5,878.03","5,919.03","5,920.99","5,857.86","78.62K","-0.98%"
"2022-12-19","5,936.48","6,058.89","6,081.44","5,911.88","105.11K","-2.25%"
"2022-12-16","6,072.86","6,071.96","6,087.46","6,036.05","93.91K","-0.48%"
"2022-12-15","6,101.88","6,090.12","6,108.96","6,078.00","88.19K","0.09%"
"2022-12-14","6,096.39","6,122.43","6,139.74","6,084.08","95.09K","-0.41%"
"2022-12-13","6,121.66","6,153.74","6,154.30","6,113.41","104.86K","-0.54%"
"2022-12-12","6,154.81","6,181.24","6,182.08","6,146.25","134.10K","-0.61%"
"2022-12-9","6,192.30","6,185.79","6,213.52","6,159.50","167.81K","0.10%"
"2022-12-8","6,186.28","6,199.16","6,206.14","6,168.78","131.05K","-0.29%"
"2022-12-7","6,204.00","6,198.05","6,243.90","6,183.33","137.82K","-0.12%"
"2022-12-6","6,211.25","6,202.52","6,244.64","6,185.49","149.37K","-0.06%"
"2022-12-5","6,215.12","6,201.98","6,227.21","6,182.98","170.48K","0.76%"
"2022-12-2","6,168.01","6,177.92","6,206.99","6,154.21","115.50K","-0.29%"
"2022-12-1","6,186.10","6,211.29","6,229.83","6,186.10","152.52K","0.49%"
"2022-11-30","6,156.15","6,156.77","6,175.68","6,118.90","154.65K","-0.12%"
"2022-11-29","6,163.82","6,071.45","6,173.85","6,071.22","155.32K","1.79%"
"2022-11-28","6,055.28","5,999.85","6,059.02","5,970.09","117.94K","-0.54%"
"2022-11-25","6,087.86","6,095.13","6,107.07","6,062.00","107.74K","-0.53%"
"2022-11-24","6,120.07","6,126.60","6,149.96","6,099.75","100.20K","0.07%"
"2022-11-23","6,115.60","6,114.27","6,140.11","6,045.02","115.19K","-0.16%"
"2022-11-22","6,125.40","6,178.16","6,196.20","6,100.11","116.09K","-1.04%"
"2022-11-21","6,189.71","6,147.72","6,196.65","6,116.30","112.85K","-0.03%"
"2022-11-18","6,191.65","6,213.09","6,251.11","6,181.55","131.18K","-0.41%"
"2022-11-17","6,217.21","6,182.69","6,217.21","6,148.61","123.43K","0.21%"
"2022-11-16","6,203.92","6,238.58","6,263.16","6,190.01","129.77K","-0.52%"
"2022-11-15","6,236.38","6,125.11","6,236.38","6,112.62","149.86K","1.74%"
"2022-11-14","6,129.51","6,140.19","6,189.38","6,104.93","159.49K","-0.15%"
"2022-11-11","6,138.62","6,223.23","6,249.35","6,134.68","176.49K","0.80%"
"2022-11-10","6,089.70","6,085.28","6,119.03","6,061.81","116.40K","-0.51%"
"2022-11-9","6,120.83","6,140.54","6,182.34","6,118.73","104.76K","-0.22%"
"2022-11-8","6,134.26","6,139.89","6,141.02","6,095.44","108.27K","-0.12%"
"2022-11-7","6,141.41","6,133.24","6,166.19","6,100.61","138.09K","0.13%"
"2022-11-4","6,133.46","5,996.31","6,157.43","5,996.31","138.71K","2.28%"
"2022-11-3","5,996.72","5,944.51","6,018.42","5,937.60","106.39K","-0.02%"
"2022-11-2","5,997.80","5,925.65","6,028.77","5,916.06","142.33K","0.95%"
"2022-11-1","5,941.15","5,814.21","5,942.14","5,786.87","136.62K","2.31%"
"2022-10-31","5,807.11","5,745.08","5,859.60","5,743.56","127.02K","0.44%"
"2022-10-28","5,781.80","5,922.82","5,934.80","5,760.05","131.68K","-3.04%"
"2022-10-27","5,963.00","5,978.28","6,020.89","5,962.97","117.09K","-0.14%"
"2022-10-26","5,971.60","5,871.08","6,016.92","5,871.08","116.53K","1.73%"
"2022-10-25","5,869.78","5,864.02","5,926.57","5,785.41","107.05K","-0.46%"
"2022-10-24","5,896.90","5,968.54","6,061.21","5,857.86","119.50K","-1.01%"
"2022-10-21","5,956.88","5,959.21","5,993.88","5,928.92","96.83K","0.13%"
"2022-10-20","5,948.86","5,943.48","6,035.55","5,886.40","103.39K","-0.40%"
"2022-10-19","5,972.72","6,021.80","6,037.44","5,970.44","93.88K","-1.04%"
"2022-10-18","6,035.67","6,031.05","6,074.37","5,996.39","105.75K","0.33%"
"2022-10-17","6,015.60","5,952.38","6,023.53","5,945.43","111.46K","0.71%"
"2022-10-14","5,973.44","5,866.86","5,996.04","5,866.86","118.21K","2.45%"
"2022-10-13","5,830.34","5,789.66","5,876.48","5,780.18","105.72K","0.17%"
"2022-10-12","5,820.45","5,680.36","5,820.45","5,594.30","106.10K","2.39%"
"2022-10-11","5,684.51","5,642.48","5,703.27","5,606.99","86.57K","0.87%"
"2022-10-10","5,635.71","5,729.75","5,758.04","5,618.80","97.47K","-1.37%"
"2022-9-30","5,714.06","5,764.15","5,804.20","5,714.06","85.55K","-1.00%"
"2022-9-29","5,771.88","5,823.27","5,856.16","5,741.02","95.39K","0.04%"
"2022-9-28","5,769.52","5,910.05","5,910.05","5,769.52","93.70K","-2.54%"
"2022-9-27","5,920.05","5,823.55","5,920.05","5,808.25","97.42K","1.96%"
"2022-9-26","5,806.32","5,841.58","5,922.32","5,798.28","103.24K","-1.41%"
"2022-9-23","5,889.60","5,961.06","5,986.82","5,839.93","100.61K","-1.28%"
"2022-9-22","5,965.89","5,938.10","6,015.12","5,931.73","99.87K","-0.21%"
"2022-9-21","5,978.58","5,943.09","5,998.70","5,876.52","103.46K","0.34%"
"2022-9-20","5,958.29","5,949.34","6,002.79","5,940.58","88.81K","0.76%"
"2022-9-19","5,913.15","5,947.86","5,967.65","5,880.49","104.03K","-0.69%"
"2022-9-16","5,954.50","6,091.42","6,102.54","5,954.50","137.17K","-2.51%"
"2022-9-15","6,107.80","6,280.45","6,282.69","6,053.80","141.64K","-2.27%"
"2022-9-14","6,249.96","6,214.91","6,273.63","6,206.92","109.12K","-0.80%"
"2022-9-13","6,300.42","6,334.86","6,343.77","6,291.44","118.11K","-0.26%"
"2022-9-9","6,316.97","6,275.90","6,321.82","6,254.26","121.39K","0.71%"
"2022-9-8","6,272.58","6,299.91","6,309.90","6,266.52","116.16K","-0.46%"
"2022-9-7","6,301.56","6,269.99","6,314.12","6,256.61","120.16K","0.16%"
"2022-9-6","6,291.57","6,198.49","6,292.53","6,187.95","129.85K","1.76%"
"2022-9-5","6,182.65","6,147.71","6,184.80","6,122.62","117.48K","0.54%"
"2022-9-2","6,149.43","6,135.30","6,176.17","6,117.73","106.56K","0.37%"
"2022-9-1","6,126.77","6,153.29","6,207.24","6,118.58","118.58K","-0.47%"
"2022-8-31","6,155.75","6,265.59","6,280.19","6,132.23","147.28K","-2.07%"
"2022-8-30","6,285.93","6,309.58","6,319.17","6,248.14","132.11K","-0.39%"
"2022-8-29","6,310.40","6,213.40","6,310.99","6,205.13","125.27K","0.19%"
"2022-8-26","6,298.37","6,331.08","6,381.48","6,286.52","130.41K","-0.38%"
"2022-8-25","6,322.70","6,303.14","6,327.09","6,225.68","141.95K","0.61%"
"2022-8-24","6,284.58","6,470.69","6,472.68","6,277.99","158.10K","-2.81%"
"2022-8-23","6,466.40","6,460.17","6,475.82","6,436.08","133.68K","-0.10%"
"2022-8-22","6,472.68","6,381.34","6,472.79","6,363.22","133.74K","1.27%"
"2022-8-19","6,391.72","6,468.82","6,477.31","6,390.93","142.59K","-1.19%"
"2022-8-18","6,468.81","6,481.37","6,483.69","6,448.75","130.45K","-0.38%"
"2022-8-17","6,493.50","6,473.25","6,501.36","6,428.97","146.22K","0.44%"
"2022-8-16","6,465.19","6,446.76","6,492.54","6,440.38","135.84K","0.35%"
"2022-8-15","6,442.81","6,405.72","6,462.54","6,394.22","133.63K","0.34%"
"2022-8-12","6,420.85","6,425.11","6,463.07","6,416.29","140.40K","-0.29%"
"2022-8-11","6,439.36","6,349.50","6,439.36","6,341.72","142.04K","1.86%"
"2022-8-10","6,322.06","6,331.41","6,362.29","6,298.86","118.90K","-0.31%"
"2022-8-9","6,341.48","6,314.10","6,344.84","6,290.87","116.97K","0.29%"
"2022-8-8","6,323.07","6,266.57","6,324.34","6,249.62","116.13K","0.84%"
"2022-8-5","6,270.51","6,175.48","6,274.27","6,163.50","124.28K","1.81%"
"2022-8-4","6,158.73","6,160.49","6,177.62","6,080.10","113.65K","0.56%"
"2022-8-3","6,124.31","6,171.62","6,261.91","6,111.22","147.21K","-0.74%"
"2022-8-2","6,170.00","6,288.61","6,288.61","6,095.06","182.90K","-2.79%"
"2022-8-1","6,347.22","6,293.38","6,350.04","6,253.06","128.68K","0.84%"
"2022-7-29","6,294.11","6,356.52","6,365.26","6,285.72","137.93K","-0.85%"
"2022-7-28","6,348.17","6,361.27","6,393.73","6,339.55","138.47K","0.25%"
"2022-7-27","6,332.23","6,301.61","6,344.21","6,286.35","120.44K","0.38%"
"2022-7-26","6,307.96","6,239.21","6,319.25","6,213.84","117.28K","1.23%"
"2022-7-25","6,231.24","6,297.10","6,319.18","6,213.47","129.46K","-0.93%"
"2022-7-22","6,289.53","6,353.92","6,371.32","6,236.34","130.62K","-0.91%"
"2022-7-21","6,347.60","6,400.07","6,408.46","6,347.60","148.21K","-0.98%"
"2022-7-20","6,410.71","6,353.00","6,416.87","6,351.82","142.93K","1.18%"
"2022-7-19","6,335.71","6,318.84","6,347.24","6,283.40","146.39K","0.37%"
"2022-7-18","6,312.36","6,216.10","6,315.66","6,200.52","159.15K","1.86%"
"2022-7-15","6,196.80","6,279.68","6,323.53","6,196.80","158.39K","-1.68%"
"2022-7-14","6,302.43","6,267.47","6,339.42","6,254.68","140.35K","0.54%"
"2022-7-13","6,268.49","6,238.68","6,287.64","6,207.72","142.71K","0.43%"
"2022-7-12","6,241.48","6,317.88","6,346.51","6,238.56","144.51K","-1.23%"
"2022-7-11","6,319.14","6,387.45","6,387.45","6,274.74","151.99K","-1.33%"
"2022-7-8","6,404.44","6,478.29","6,490.15","6,404.16","150.99K","-0.75%"
"2022-7-7","6,452.99","6,414.41","6,482.42","6,380.17","157.35K","0.54%"
"2022-7-6","6,418.55","6,489.02","6,496.97","6,359.47","177.11K","-1.43%"
"2022-7-5","6,511.53","6,535.45","6,548.30","6,435.74","186.63K","-0.18%"
"2022-7-4","6,523.13","6,445.07","6,524.29","6,405.38","157.82K","1.31%"
"2022-7-1","6,438.54","6,450.75","6,481.15","6,423.86","144.21K","-0.24%"
"2022-6-30","6,454.08","6,385.21","6,493.09","6,385.21","163.85K","1.25%"
"2022-6-29","6,374.30","6,479.17","6,501.39","6,370.02","190.73K","-1.95%"
"2022-6-28","6,501.35","6,412.44","6,506.67","6,392.11","170.58K","1.46%"
"2022-6-27","6,407.74","6,398.36","6,449.34","6,390.28","168.92K","0.62%"
"2022-6-24","6,368.28","6,306.83","6,378.50","6,304.08","157.71K","1.08%"
"2022-6-23","6,300.47","6,186.99","6,300.47","6,142.94","168.27K","1.96%"
"2022-6-22","6,179.57","6,281.87","6,285.65","6,176.85","154.09K","-1.55%"
"2022-6-21","6,277.00","6,324.84","6,337.08","6,215.29","164.46K","-0.84%"
"2022-6-20","6,330.39","6,323.41","6,359.00","6,277.22","175.21K","0.22%"
"2022-6-17","6,316.31","6,220.58","6,328.36","6,181.85","167.86K","0.82%"
"2022-6-16","6,264.82","6,262.29","6,330.35","6,242.33","194.62K","0.06%"
"2022-6-15","6,261.06","6,275.37","6,398.36","6,261.04","238.14K","-0.23%"
"2022-6-14","6,275.57","6,161.62","6,278.97","6,061.19","197.40K","0.67%"
"2022-6-13","6,233.62","6,188.77","6,250.68","6,172.92","188.13K","-0.10%"
"2022-6-10","6,240.10","6,083.50","6,250.36","6,078.78","192.54K","1.78%"
"2022-6-9","6,130.69","6,207.73","6,209.11","6,088.46","172.13K","-1.40%"
"2022-6-8","6,217.83","6,184.96","6,227.33","6,110.06","186.43K","0.51%"
"2022-6-7","6,186.57","6,186.58","6,199.72","6,136.04","177.31K","-0.01%"
"2022-6-6","6,187.44","6,079.89","6,194.43","6,070.71","182.68K","1.79%"
"2022-6-2","6,078.44","6,000.62","6,084.32","5,987.64","159.57K","0.91%"
"2022-6-1","6,023.64","6,008.75","6,042.37","5,970.49","155.37K","-0.04%"
"2022-5-31","6,026.24","5,940.37","6,033.47","5,902.27","155.95K","1.40%"
"2022-5-30","5,942.83","5,918.24","5,943.00","5,867.19","133.85K","0.73%"
"2022-5-27","5,899.92","5,921.33","5,952.62","5,854.61","143.41K","-0.20%"
"2022-5-26","5,911.56","5,848.03","5,928.71","5,780.97","162.35K","1.15%"
"2022-5-25","5,844.25","5,741.23","5,844.28","5,736.14","143.59K","1.72%"
"2022-5-24","5,745.68","5,962.15","5,967.23","5,745.68","177.54K","-3.69%"
"2022-5-23","5,965.73","5,941.14","5,968.85","5,908.66","153.88K","0.61%"
"2022-5-20","5,929.49","5,854.01","5,929.54","5,849.76","165.73K","1.56%"
"2022-5-19","5,838.41","5,708.80","5,838.41","5,700.11","136.62K","0.71%"
"2022-5-18","5,797.49","5,815.60","5,846.84","5,785.45","127.24K","-0.32%"
"2022-5-17","5,816.34","5,789.92","5,816.34","5,724.44","130.83K","0.44%"
"2022-5-16","5,791.08","5,840.24","5,855.72","5,767.54","151.39K","-0.10%"
"2022-5-13","5,796.80","5,765.32","5,796.80","5,731.86","136.56K","0.94%"
"2022-5-12","5,743.10","5,707.56","5,779.32","5,687.17","139.22K","0.09%"
"2022-5-11","5,737.82","5,697.43","5,856.19","5,696.70","185.16K","0.84%"
"2022-5-10","5,690.09","5,532.60","5,698.51","5,519.47","165.33K","1.45%"
"2022-5-9","5,608.52","5,552.48","5,626.59","5,537.98","131.55K","0.80%"
"2022-5-6","5,563.77","5,560.98","5,629.65","5,542.18","152.99K","-2.16%"
"2022-5-5","5,686.70","5,612.50","5,728.62","5,606.94","168.64K","1.04%"
"2022-4-29","5,627.90","5,458.91","5,630.93","5,443.67","181.29K","3.86%"
"2022-4-28","5,418.76","5,436.76","5,472.82","5,339.74","155.04K","-0.34%"
"2022-4-27","5,437.04","5,179.03","5,440.07","5,158.48","179.69K","3.88%"
"2022-4-26","5,234.01","5,374.25","5,434.70","5,225.21","171.30K","-2.53%"
"2022-4-25","5,369.72","5,740.98","5,740.98","5,369.72","186.75K","-6.47%"
"2022-4-22","5,740.98","5,728.19","5,794.33","5,667.34","140.00K","-0.33%"
"2022-4-21","5,759.80","5,933.79","5,971.19","5,742.42","157.86K","-3.31%"
"2022-4-20","5,956.92","6,082.81","6,093.78","5,942.00","151.06K","-2.22%"
"2022-4-19","6,092.40","6,067.48","6,106.93","6,052.10","142.00K","0.30%"
"2022-4-18","6,074.01","6,019.53","6,094.67","5,975.45","149.19K","0.05%"
"2022-4-15","6,070.75","6,094.12","6,122.29","6,048.16","184.63K","-0.91%"
"2022-4-14","6,126.49","6,074.13","6,156.50","6,060.68","159.03K","1.36%"
"2022-4-13","6,044.33","6,094.68","6,129.66","6,039.92","167.04K","-1.35%"
"2022-4-12","6,126.91","6,019.67","6,135.57","5,964.39","173.18K","1.61%"
"2022-4-11","6,029.89","6,202.02","6,202.02","6,001.57","178.39K","-3.12%"
"2022-4-8","6,224.12","6,227.20","6,237.91","6,117.01","183.96K","0.04%"
"2022-4-7","6,221.59","6,321.81","6,364.63","6,221.59","190.76K","-2.13%"
"2022-4-6","6,356.93","6,363.00","6,363.00","6,279.07","196.85K","-0.12%"
"2022-4-1","6,364.52","6,289.39","6,373.26","6,274.00","175.13K","0.63%"
"2022-3-31","6,324.96","6,361.10","6,383.07","6,313.97","176.90K","-0.83%"
"2022-3-30","6,377.87","6,272.00","6,377.87","6,261.80","164.02K","2.00%"
"2022-3-29","6,253.07","6,289.48","6,316.31","6,233.28","141.36K","-0.48%"
"2022-3-28","6,283.28","6,230.12","6,322.13","6,176.25","144.86K","0.24%"
"2022-3-25","6,268.24","6,346.71","6,373.47","6,268.24","134.97K","-1.20%"
"2022-3-24","6,344.12","6,370.97","6,384.40","6,315.14","137.75K","-0.84%"
"2022-3-23","6,398.10","6,368.31","6,420.16","6,353.34","143.18K","0.63%"
"2022-3-22","6,358.11","6,343.40","6,404.83","6,313.27","151.11K","-0.01%"
"2022-3-21","6,358.94","6,340.56","6,389.21","6,284.85","159.65K","0.42%"
"2022-3-18","6,332.22","6,249.48","6,338.22","6,231.73","152.62K","1.03%"
"2022-3-17","6,267.52","6,233.64","6,369.89","6,225.98","170.44K","1.81%"
"2022-3-16","6,156.27","6,068.90","6,173.79","5,824.33","178.83K","3.21%"
"2022-3-15","5,964.98","6,272.44","6,278.07","5,964.98","194.71K","-5.67%"
"2022-3-14","6,323.58","6,419.24","6,490.61","6,323.58","137.95K","-2.33%"
"2022-3-11","6,474.13","6,343.19","6,479.72","6,270.02","152.12K","0.92%"
"2022-3-10","6,414.94","6,424.91","6,475.14","6,390.73","153.15K","1.73%"
"2022-3-9","6,305.61","6,443.20","6,462.48","6,066.76","197.80K","-1.93%"
"2022-3-8","6,429.89","6,650.58","6,665.95","6,416.80","186.30K","-3.45%"
"2022-3-7","6,659.39","6,800.77","6,800.82","6,628.48","166.49K","-2.12%"
"2022-3-4","6,803.83","6,823.83","6,871.09","6,779.41","177.41K","-0.81%"
"2022-3-3","6,859.55","6,900.98","6,907.41","6,843.99","189.09K","-0.23%"
"2022-3-2","6,875.24","6,853.07","6,878.35","6,828.06","137.12K","0.02%"
"2022-3-1","6,874.04","6,868.62","6,889.33","6,837.25","137.72K","0.30%"
"2022-2-28","6,853.31","6,831.49","6,853.34","6,770.05","139.60K","0.50%"
"2022-2-25","6,819.43","6,805.64","6,895.04","6,801.33","156.43K","0.81%"
"2022-2-24","6,764.88","6,861.41","6,898.41","6,688.75","210.85K","-1.78%"
"2022-2-23","6,887.42","6,785.10","6,889.70","6,785.10","144.12K","1.51%"
"2022-2-22","6,784.76","6,827.05","6,827.05","6,743.85","148.61K","-1.20%"
"2022-2-21","6,867.11","6,843.08","6,871.99","6,822.88","145.15K","0.47%"
"2022-2-18","6,835.02","6,734.52","6,835.20","6,727.82","139.95K","0.98%"
"2022-2-17","6,768.79","6,764.33","6,797.62","6,730.18","122.99K","-0.05%"
"2022-2-16","6,772.03","6,779.21","6,788.36","6,751.80","108.41K","0.17%"
